order_item_id,order_no,product_id,qty,unit_price_krw,discount_pct,amount_krw 
1103146,1001065,500074,2,2036000,15,3461200
1103147,1001065,500371,12,2083800,10,22505040
1103148,1001065,500089,13,3848600,10,45028620
1103149,1001065,500824,18,162400,0,2923200
1103150,1001066,500305,16,1510400,0,24166400
1103151,1001066,500553,20,2054400,15,34924800
1103152,1001066,500880,9,3718300,15,28444995
1103153,1001066,500318,2,835500,5,1587450
1103154,1001067,500611,7,147000,0,1029000
1103155,1001067,500498,1,1694200,15,1440070
1103156,1001067,500531,13,1005300,0,13068900
1103157,1001068,500574,11,1415700,5,14794065
1103158,1001068,500156,6,4605400,5,26250780
1103159,1001068,500117,19,14900,15,240635
1103160,1001068,500882,6,228400,5,1301880
1103161,1001069,500128,18,2295700,5,39256470
1103162,1001070,500629,3,1912900,10,5164830
1103163,1001071,500054,7,151100,0,1057700
1103164,1001072,500910,17,964500,5,15576675
1103165,1001072,500496,16,1552100,5,23591920
1103166,1001072,500842,2,1166600,0,2333200
1103167,1001073,500111,19,3053500,0,58016500
1103168,1001074,500479,7,1022900,15,6086255
1103169,1001074,500341,20,1360600,0,27212000
1103170,1001074,500416,19,849100,15,13712965
1103171,1001074,500118,19,3350900,0,63667100
1103172,1001075,500427,8,1608700,15,10939160
1103173,1001075,500897,19,1125500,15,18176825
1103174,1001075,500709,15,3022000,0,45330000
1103175,1001076,500451,15,935700,15,11930175
1103176,1001077,500127,18,971300,0,17483400
1103177,1001077,500784,4,3045600,5,11573280
1103178,1001077,500780,16,3659600,0,58553600
1103179,1001077,500543,15,97900,0,1468500
1103180,1001077,500533,15,3454700,10,46638450
1103181,1001078,500229,18,1191400,0,21445200
1103182,1001078,500397,13,1348100,10,15772770
1103183,1001078,500619,19,2998500,5,54122925
1103184,1001079,500655,7,58200,0,407400
1103185,1001080,500118,19,3350900,0,63667100
1103186,1001080,500607,14,813000,10,10243800
1103187,1001080,500616,7,3385600,0,23699200
1103188,1001080,500394,8,2249600,15,15297280
1103189,1001081,500510,18,1827200,0,32889600
1103190,1001081,500043,11,1475900,15,13799665
1103191,1001081,500419,17,2510500,0,42678500
1103192,1001081,500549,16,2180300,0,34884800
1103193,1001081,500245,8,3729000,0,29832000
1103194,1001082,500724,9,776600,10,6290460
1103195,1001082,500524,9,845100,5,7225605
1103196,1001082,500538,4,2955500,0,11822000
1103197,1001082,500197,18,3491200,0,62841600
1103198,1001082,500429,19,565500,15,9132825
1103199,1001083,500611,6,147000,0,882000
1103200,1001083,500146,19,1003900,0,19074100
1103201,1001084,500975,1,2764200,0,2764200
1103202,1001084,500606,9,3485700,15,26665605
1103203,1001084,500774,15,399100,0,5986500
1103204,1001085,500778,16,2060400,10,29669760
1103205,1001085,500084,15,203500,0,3052500
1103206,1001085,500215,3,225500,0,676500
1103207,1001085,500717,10,1607900,0,16079000
1103208,1001086,500074,11,2036000,5,21276200
1103209,1001087,500167,2,2754100,10,4957380
1103210,1001087,500288,17,3023400,0,51397800
1103211,1001087,500786,7,29700,5,197505
1103212,1001087,500633,12,1981400,5,22587960
1103213,1001088,500106,14,441400,10,5561640
1103214,1001088,500402,15,3274100,0,49111500
1103215,1001088,500869,17,296500,10,4536450
1103216,1001088,500338,11,2674900,0,29423900
1103217,1001088,500426,19,3206600,0,60925400
1103218,1001089,500017,10,1906600,0,19066000
1103219,1001090,500159,4,918100,0,3672400
1103220,1001090,500113,17,1104100,0,18769700
1103221,1001090,500539,18,4179700,15,63949410
1103222,1001090,500658,14,3657500,10,46084500
1103223,1001090,500962,20,312200,15,5307400
1103224,1001091,500261,12,2363400,5,26942760
1103225,1001091,500344,7,1410100,10,8883630
1103226,1001091,500327,17,1016500,15,14688425
1103227,1001091,500083,4,4039900,0,16159600
1103228,1001091,500348,16,795400,0,12726400
1103229,1001092,500938,14,1095300,0,15334200
1103230,1001093,500978,11,1501800,0,16519800
1103231,1001093,500443,6,1671200,0,10027200
1103232,1001093,500981,6,1453500,0,8721000
1103233,1001094,500760,6,31000,0,186000
1103234,1001094,500710,8,275600,10,1984320
1103235,1001094,500302,1,558700,5,530765
1103236,1001094,500901,3,2779600,5,7921860
1103237,1001094,500262,10,633400,0,6334000
1103238,1001095,500999,11,2956900,0,32525900
1103239,1001095,500504,2,239600,15,407320
1103240,1001095,500708,2,2937200,5,5580680
1103241,1001095,500055,8,726300,10,5229360
1103242,1001095,500560,3,1894100,0,5682300
1103243,1001096,500080,9,519900,15,3977235
1103244,1001096,500817,3,3118500,15,7952175
1103245,1001097,500521,11,1830300,5,19126635
1103246,1001098,500465,9,123800,15,947070
1103247,1001098,500893,3,1707700,10,4610790
1103248,1001098,500785,11,736300,0,8099300
1103249,1001099,500784,1,3045600,0,3045600
1103250,1001099,500552,11,1229500,10,12172050
1103251,1001099,500862,3,1024800,0,3074400
1103252,1001100,500105,12,408300,15,4164660
1103253,1001100,500505,18,3582900,0,64492200
1103254,1001100,500604,2,1514600,15,2574820
1103255,1001100,500353,6,2053800,15,10474380
1103256,1001100,500866,10,257100,10,2313900
1103257,1001101,500697,10,1225200,0,12252000
1103258,1001102,500229,17,1191400,0,20253800
1103259,1001103,500439,11,3321700,0,36538700
1103260,1001103,500006,4,2971100,0,11884400
1103261,1001104,500056,20,2894500,10,52101000
1103262,1001104,500693,10,1914800,15,16275800
1103263,1001105,500417,13,3878500,0,50420500
1103264,1001105,500668,10,674300,10,6068700
1103265,1001105,500079,18,2667500,0,48015000
1103266,1001105,500494,6,3269600,10,17655840
1103267,1001105,500131,8,248000,15,1686400
1103268,1001106,500984,14,791800,0,11085200
1103269,1001107,500772,4,595000,10,2142000
1103270,1001107,500701,1,1425100,0,1425100
1103271,1001108,500230,4,2187800,0,8751200
1103272,1001108,500429,18,565500,0,10179000
1103273,1001109,500780,5,3659600,0,18298000
1103274,1001110,500673,8,3761100,0,30088800
1103275,1001111,500168,8,1058800,10,7623360
1103276,1001111,500451,15,935700,0,14035500
1103277,1001111,500877,15,643000,5,9162750
1103278,1001112,500698,19,2774600,10,47445660
1103279,1001112,500527,14,1159800,15,13801620
1103280,1001113,500520,5,2730100,0,13650500
1103281,1001113,500043,15,1475900,15,18817725
1103282,1001113,500362,6,3198400,0,19190400
1103283,1001113,500909,2,1068100,0,2136200
1103284,1001114,500920,3,2476300,0,7428900
1103285,1001114,500738,20,1396600,15,23742200
1103286,1001114,500930,16,2673500,0,42776000
1103287,1001115,500460,12,2644900,0,31738800
1103288,1001115,500953,3,678700,5,1934295
1103289,1001116,500622,18,1896600,0,34138800
1103290,1001116,500750,6,3791900,0,22751400
1103291,1001117,500694,7,2678200,15,15935290
1103292,1001117,500670,6,3924300,5,22368510
1103293,1001117,500587,14,628900,10,7924140
1103294,1001117,500022,16,3795000,15,51612000
1103295,1001118,500829,8,929800,0,7438400
1103296,1001118,500555,20,2963600,10,53344800
1103297,1001118,500392,19,2197300,0,41748700
1103298,1001118,500076,3,2303800,15,5874690
1103299,1001119,500265,10,2746200,15,23342700
1103300,1001119,500498,2,1694200,0,3388400
1103301,1001119,500008,16,1730600,15,23536160
1103302,1001120,500589,10,1971900,10,17747100
1103303,1001120,500299,19,138800,10,2373480
1103304,1001120,500655,13,58200,0,756600
1103305,1001120,500840,12,1390500,5,15851700
1103306,1001120,500402,17,3274100,5,52876715
1103307,1001121,500875,11,413800,10,4096620
1103308,1001122,500294,6,3885600,0,23313600
1103309,1001122,500969,12,3355400,10,36238320
1103310,1001122,500356,11,2807400,0,30881400
1103311,1001123,500072,12,1096800,0,13161600
1103312,1001123,500102,19,2527500,5,45621375
1103313,1001123,500220,12,1984100,0,23809200
1103314,1001123,500993,4,2367500,0,9470000
1103315,1001123,500638,14,3243800,5,43142540
1103316,1001124,500242,13,2354700,0,30611100
1103317,1001124,500787,20,245500,0,4910000
1103318,1001124,500919,11,1145700,15,10712295
1103319,1001124,500033,9,2614500,0,23530500
1103320,1001125,500143,14,685800,15,8161020
1103321,1001125,500520,17,2730100,5,44091115
1103322,1001125,500936,2,1031800,15,1754060
1103323,1001126,500470,3,331100,10,893970
1103324,1001127,500945,5,3039600,0,15198000
1103325,1001127,500076,6,2303800,5,13131660
1103326,1001127,500804,11,2081600,10,20607840
1103327,1001128,500076,3,2303800,0,6911400
1103328,1001128,500649,7,214100,0,1498700
1103329,1001129,500059,14,2790300,15,33204570
1103330,1001129,500822,11,1698300,10,16813170
1103331,1001130,500101,17,2602200,0,44237400
1103332,1001130,500258,14,1338400,0,18737600
1103333,1001130,500585,12,211800,15,2160360
1103334,1001130,500098,2,4556400,0,9112800
1103335,1001130,500136,3,1455800,10,3930660
1103336,1001131,500477,2,3120100,0,6240200
1103337,1001132,500569,15,3725000,15,47493750
1103338,1001132,500852,7,2273800,0,15916600
1103339,1001132,500814,3,454900,0,1364700
1103340,1001132,500606,20,3485700,10,62742600
1103341,1001133,500199,10,1769700,15,15042450
1103342,1001133,500529,9,2354000,0,21186000
1103343,1001133,500777,7,2098100,0,14686700
1103344,1001134,500938,2,1095300,0,2190600
1103345,1001135,500117,7,14900,0,104300
1103346,1001135,500248,11,846500,0,9311500
1103347,1001135,500357,15,3045500,10,41114250
1103348,1001136,500735,5,2392600,15,10168550
1103349,1001136,500245,20,3729000,0,74580000
1103350,1001137,500761,17,45500,10,696150
1103351,1001138,500990,12,383800,0,4605600
1103352,1001138,500230,17,2187800,5,35332970
1103353,1001138,500495,3,172000,0,516000
1103354,1001138,500849,7,3665900,10,23095170
1103355,1001139,500045,9,27200,10,220320
1103356,1001139,500508,8,1885800,0,15086400
1103357,1001140,500436,17,876000,0,14892000
1103358,1001140,500691,15,1362000,15,17365500
1103359,1001140,500236,9,3165700,0,28491300
1103360,1001140,500575,18,1129400,15,17279820
1103361,1001140,500033,16,2614500,10,37648800
1103362,1001141,500372,16,1258100,0,20129600
1103363,1001142,500682,11,1910200,0,21012200
1103364,1001142,500708,13,2937200,15,32456060
1103365,1001142,500149,2,3293800,0,6587600
1103366,1001142,500970,9,2318500,0,20866500
1103367,1001142,500644,7,1121500,0,7850500
1103368,1001143,500241,17,2310800,0,39283600
1103369,1001143,500913,14,2164500,5,28787850
1103370,1001143,500009,5,2203400,0,11017000
1103371,1001143,500793,15,1249600,15,15932400
1103372,1001144,500197,2,3491200,15,5935040
1103373,1001144,500963,12,2055800,0,24669600
1103374,1001144,500732,12,116500,15,1188300
1103375,1001145,500479,17,1022900,15,14780905
1103376,1001146,500865,19,973800,0,18502200
1103377,1001146,500690,5,310400,0,1552000
1103378,1001146,500817,2,3118500,15,5301450
1103379,1001146,500042,15,1393500,0,20902500
1103380,1001146,500729,1,3705800,0,3705800
1103381,1001147,500313,13,1051300,0,13666900
1103382,1001147,500738,15,1396600,0,20949000
1103383,1001148,500744,10,3968300,10,35714700
1103384,1001149,500289,5,2467200,5,11719200
1103385,1001149,500133,10,1156400,0,11564000
1103386,1001149,500887,16,2494200,0,39907200
1103387,1001150,500124,17,2191700,5,35395955
1103388,1001151,500833,2,219300,15,372810
1103389,1001151,500303,10,2798700,0,27987000
1103390,1001151,500843,1,1984700,5,1885465
1103391,1001151,500259,5,2704800,0,13524000
1103392,1001152,500942,16,589000,15,8010400
1103393,1001152,500960,9,3543600,10,28703160
1103394,1001152,500874,2,1675200,0,3350400
1103395,1001152,500684,2,190100,0,380200
1103396,1001152,500860,8,939600,10,6765120
1103397,1001153,500152,9,4144200,5,35432910
1103398,1001153,500906,19,2904900,0,55193100
1103399,1001153,500301,15,970400,0,14556000
1103400,1001153,500299,17,138800,0,2359600
1103401,1001153,500111,7,3053500,0,21374500
1103402,1001154,500089,9,3848600,0,34637400
1103403,1001154,500739,13,2875200,0,37377600
1103404,1001155,500967,16,2482000,0,39712000
1103405,1001156,500287,7,2428600,15,14450170
1103406,1001156,500909,5,1068100,0,5340500
1103407,1001156,500956,13,2865900,15,31668195
1103408,1001156,500501,10,2408800,0,24088000
1103409,1001157,500217,4,3920400,0,15681600
1103410,1001157,500885,11,455300,0,5008300
1103411,1001158,500405,1,3452800,5,3280160
1103412,1001159,500058,2,2147000,0,4294000
1103413,1001159,500939,5,2067100,0,10335500
1103414,1001160,500841,15,3437000,15,43821750
1103415,1001160,500259,12,2704800,0,32457600
1103416,1001160,500598,9,2319500,15,17744175
1103417,1001160,500145,11,3713000,5,38800850
1103418,1001161,500716,20,569200,10,10245600
1103419,1001161,500768,20,1457600,0,29152000
1103420,1001161,500286,5,667000,5,3168250
1103421,1001162,500818,11,3659700,10,36231030
1103422,1001162,500163,13,2472300,10,28925910
1103423,1001162,500134,20,2312200,0,46244000
1103424,1001162,500065,18,3155800,0,56804400
1103425,1001163,500141,7,1538800,0,10771600
1103426,1001163,500593,12,2654000,10,28663200
1103427,1001164,500943,6,809300,10,4370220
1103428,1001164,500552,1,1229500,0,1229500
1103429,1001164,500030,16,2391100,0,38257600
1103430,1001165,500871,7,2289600,0,16027200
1103431,1001165,500275,10,2844900,0,28449000
1103432,1001165,500382,6,1433700,0,8602200
1103433,1001165,500754,16,1293100,5,19655120
1103434,1001166,500604,13,1514600,0,19689800
1103435,1001166,500855,19,659200,0,12524800
1103436,1001166,500037,10,3821600,5,36305200
1103437,1001167,500568,17,1172900,0,19939300
1103438,1001167,500416,10,849100,10,7641900
1103439,1001167,500463,5,3236400,15,13754700
1103440,1001167,500719,15,3033800,0,45507000
1103441,1001167,500869,12,296500,0,3558000
1103442,1001168,500376,10,404500,15,3438250
1103443,1001168,500867,13,2069500,0,26903500
1103444,1001168,500624,4,3518300,0,14073200
1103445,1001168,500128,1,2295700,0,2295700
1103446,1001168,500026,15,515200,0,7728000
1103447,1001169,500464,2,3448100,0,6896200
1103448,1001169,500810,14,2094900,0,29328600
1103449,1001169,500614,20,2046100,0,40922000
1103450,1001169,500150,9,2054800,5,17568540
1103451,1001169,500033,15,2614500,10,35295750
1103452,1001170,500757,16,3419700,0,54715200
1103453,1001171,500138,12,1563800,0,18765600
1103454,1001171,500695,8,3238800,15,22023840
1103455,1001172,500283,5,2856800,5,13569800
1103456,1001172,500595,19,571000,0,10849000
1103457,1001172,500165,8,1959400,5,14891440
1103458,1001173,500360,10,296500,10,2668500
1103459,1001173,500749,12,1521700,15,15521340
1103460,1001173,500667,12,807000,5,9199800
1103461,1001174,500760,10,31000,15,263500
1103462,1001174,500781,5,186200,5,884450
1103463,1001174,500782,4,3042000,10,10951200
1103464,1001174,500242,5,2354700,0,11773500
1103465,1001175,500420,5,1366600,5,6491350
1103466,1001175,500413,4,1267900,5,4818020
1103467,1001176,500044,9,1894200,15,14490630
1103468,1001176,500996,13,2037700,0,26490100
1103469,1001176,500710,12,275600,0,3307200
1103470,1001177,500129,1,3368300,0,3368300
1103471,1001178,500171,2,403700,5,767030
1103472,1001178,500831,10,2618300,15,22255550
1103473,1001178,500681,11,3884400,10,38455560
1103474,1001178,500381,6,303100,10,1636740
1103475,1001178,500771,5,3155900,5,14990525
1103476,1001179,500223,11,4094500,15,38283575
1103477,1001179,500281,7,1419600,0,9937200
1103478,1001179,500883,15,2487400,0,37311000
1103479,1001179,500784,5,3045600,15,12943800
1103480,1001179,500470,17,331100,0,5628700
1103481,1001180,500147,13,3329900,0,43288700
1103482,1001181,500962,9,312200,15,2388330
1103483,1001181,500556,13,1412600,10,16527420
1103484,1001182,500508,8,1885800,0,15086400
1103485,1001182,500028,12,667800,0,8013600
1103486,1001182,500005,18,562900,10,9118980
1103487,1001183,500386,2,3991300,5,7583470
1103488,1001183,500666,7,274100,0,1918700
1103489,1001183,500498,15,1694200,0,25413000
1103490,1001183,500111,5,3053500,10,13740750
1103491,1001183,500508,7,1885800,0,13200600
1103492,1001184,500734,15,114100,15,1454775
1103493,1001184,500983,12,3477700,10,37559160
1103494,1001185,500504,5,239600,0,1198000
1103495,1001186,500556,19,1412600,0,26839400
1103496,1001187,500138,8,1563800,0,12510400
1103497,1001188,500121,15,1867400,0,28011000
1103498,1001188,500475,20,505200,0,10104000
1103499,1001188,500209,6,3232400,0,19394400
1103500,1001189,500299,3,138800,5,395580
1103501,1001189,500360,1,296500,0,296500
1103502,1001189,500857,9,1689200,0,15202800
1103503,1001189,500234,1,650900,0,650900
1103504,1001189,500473,17,3285300,15,47472585
1103505,1001190,500348,11,795400,15,7436990
1103506,1001190,500579,11,469500,0,5164500
1103507,1001190,500629,11,1912900,10,18937710
1103508,1001190,500808,4,2678800,0,10715200
1103509,1001191,500417,14,3878500,10,48869100
1103510,1001191,500309,13,1800100,0,23401300
1103511,1001192,500577,4,1335200,0,5340800
1103512,1001193,500820,11,3891900,0,42810900
1103513,1001193,500732,9,116500,5,996075
1103514,1001193,500155,4,2277700,5,8655260
1103515,1001194,500937,7,2067400,10,13024620
1103516,1001194,500973,10,3145200,0,31452000
1103517,1001194,500453,13,2511300,5,31014555
1103518,1001194,500272,2,3079200,5,5850480
1103519,1001194,500594,18,2078400,15,31799520
1103520,1001195,500081,3,246100,0,738300
1103521,1001195,500421,14,1817500,5,24172750
1103522,1001195,500687,5,1595300,5,7577675
1103523,1001195,500307,3,275500,10,743850
1103524,1001195,500477,20,3120100,0,62402000
1103525,1001196,500169,9,688400,10,5576040
1103526,1001197,500556,5,1412600,0,7063000
1103527,1001197,500262,15,633400,10,8550900
1103528,1001197,500015,9,1034300,5,8843265
1103529,1001197,500003,10,3084100,0,30841000
1103530,1001197,500516,19,2007100,0,38134900
1103531,1001198,500420,19,1366600,0,25965400
1103532,1001198,500460,19,2644900,0,50253100
1103533,1001198,500812,2,1231300,0,2462600
1103534,1001199,500124,5,2191700,0,10958500
1103535,1001199,500415,16,3711100,0,59377600
1103536,1001199,500078,5,2279100,0,11395500
1103537,1001199,500005,1,562900,10,506610
1103538,1001200,500845,19,809000,0,15371000
1103539,1001200,500392,8,2197300,0,17578400
1103540,1001200,500756,10,645800,0,6458000
1103541,1001201,500842,1,1166600,0,1166600
1103542,1001201,500988,16,663800,10,9558720
1103543,1001201,500225,14,2303400,15,27410460
1103544,1001201,500649,2,214100,15,363970
1103545,1001201,500217,1,3920400,0,3920400
1103546,1001202,500362,7,3198400,0,22388800
1103547,1001202,500630,17,2995700,0,50926900
1103548,1001202,500463,18,3236400,0,58255200
1103549,1001202,500660,20,3344700,5,63549300
1103550,1001203,500049,1,4179800,5,3970810
1103551,1001203,500288,13,3023400,0,39304200
1103552,1001203,500895,9,3033900,0,27305100
1103553,1001203,500263,15,2596100,0,38941500
1103554,1001204,500331,10,1837900,0,18379000
1103555,1001204,500413,18,1267900,5,21681090
1103556,1001204,500088,13,3200300,0,41603900
1103557,1001204,500537,15,3742000,5,53323500
1103558,1001205,500862,10,1024800,0,10248000
1103559,1001205,500793,11,1249600,0,13745600
1103560,1001205,500399,17,1382900,5,22333835
1103561,1001205,500457,4,1723800,10,6205680
1103562,1001206,500181,16,1188000,10,17107200
1103563,1001206,500386,8,3991300,15,27140840
1103564,1001206,500069,9,3347100,0,30123900
1103565,1001207,500183,3,4089200,15,10427460
1103566,1001207,500170,5,3297800,0,16489000
1103567,1001207,500766,8,1753900,10,12628080
1103568,1001207,500937,19,2067400,10,35352540
1103569,1001207,500966,6,3868800,0,23212800
1103570,1001208,500224,5,1286000,15,5465500
1103571,1001209,500996,12,2037700,5,23229780
1103572,1001209,500483,16,4030700,0,64491200
1103573,1001209,500388,9,2488200,0,22393800
1103574,1001210,500586,19,1905000,0,36195000
1103575,1001210,500617,3,16400,0,49200
1103576,1001210,500428,10,1456100,0,14561000
1103577,1001210,500469,13,1630600,5,20137910
1103578,1001211,500411,13,878300,0,11417900
1103579,1001211,500513,13,1007300,0,13094900
1103580,1001211,500600,12,1561400,0,18736800
1103581,1001211,500009,17,2203400,15,31839130
1103582,1001212,500999,6,2956900,0,17741400
1103583,1001212,500524,12,845100,0,10141200
1103584,1001212,500305,19,1510400,10,25827840
1103585,1001213,500500,12,3963300,0,47559600
1103586,1001213,500795,9,2651700,0,23865300
1103587,1001214,500386,2,3991300,5,7583470
1103588,1001214,500958,20,1158800,0,23176000
1103589,1001214,500637,18,1739900,5,29752290
1103590,1001214,500841,8,3437000,15,23371600
1103591,1001214,500560,14,1894100,15,22539790
1103592,1001215,500324,14,3764300,5,50065190
1103593,1001215,500214,19,170700,0,3243300
1103594,1001216,500205,3,3587500,10,9686250
1103595,1001217,500994,4,3087000,10,11113200
1103596,1001218,500347,11,4210000,10,41679000
1103597,1001218,500532,11,1869800,0,20567800
1103598,1001218,500141,10,1538800,0,15388000
1103599,1001218,500163,19,2472300,5,44625015
1103600,1001218,500110,11,2320500,0,25525500
1103601,1001219,500484,17,2608500,0,44344500
1103602,1001219,500340,3,3059600,5,8719860
1103603,1001219,500612,18,951500,0,17127000
1103604,1001220,500451,20,935700,5,17778300
1103605,1001220,500944,8,2512800,15,17087040
1103606,1001220,500215,18,225500,15,3450150
1103607,1001220,500868,19,2682400,0,50965600
1103608,1001221,500350,13,1224000,0,15912000
1103609,1001221,500743,4,986600,10,3551760
1103610,1001222,500325,16,985000,5,14972000
1103611,1001222,500754,6,1293100,10,6982740
1103612,1001222,500207,13,2023600,15,22360780
1103613,1001222,500573,10,1876800,0,18768000
1103614,1001222,500459,17,2847500,0,48407500
1103615,1001223,500603,20,1049400,0,20988000
1103616,1001223,500096,1,2588900,0,2588900
1103617,1001223,500701,16,1425100,0,22801600
1103618,1001223,500650,2,3237300,15,5503410
1103619,1001224,500168,4,1058800,0,4235200
1103620,1001224,500131,12,248000,15,2529600
1103621,1001224,500081,19,246100,0,4675900
1103622,1001224,500679,9,126300,0,1136700
1103623,1001225,500444,6,2038700,0,12232200
1103624,1001225,500039,4,3076700,5,11691460
1103625,1001225,500360,14,296500,5,3943450
1103626,1001226,500040,17,2605000,0,44285000
1103627,1001226,500305,7,1510400,15,8986880
1103628,1001226,500138,13,1563800,0,20329400
1103629,1001227,500248,2,846500,15,1439050
1103630,1001228,500721,9,522000,0,4698000
1103631,1001229,500808,12,2678800,0,32145600
1103632,1001229,500521,9,1830300,0,16472700
1103633,1001230,500059,19,2790300,15,45063345
1103634,1001230,500950,19,1711600,10,29268360
1103635,1001230,500851,15,1106500,0,16597500
1103636,1001230,500149,9,3293800,0,29644200
1103637,1001230,500005,10,562900,0,5629000
1103638,1001231,500717,18,1607900,0,28942200
1103639,1001232,500811,16,2333100,5,35463120
1103640,1001232,500673,8,3761100,5,28584360
1103641,1001233,500467,5,196700,5,934325
1103642,1001234,500595,4,571000,0,2284000
1103643,1001234,500500,4,3963300,0,15853200
1103644,1001234,500978,13,1501800,5,18547230
1103645,1001235,500799,5,632600,10,2846700
1103646,1001235,500282,6,3210100,5,18297570
1103647,1001235,500758,2,4200800,0,8401600
1103648,1001235,500074,12,2036000,0,24432000
1103649,1001235,500688,4,2849400,0,11397600
1103650,1001236,500167,16,2754100,10,39659040
1103651,1001236,500921,18,2582600,10,41838120
1103652,1001236,500690,11,310400,10,3072960
1103653,1001236,500192,10,339800,5,3228100
1103654,1001237,500932,20,116700,0,2334000
1103655,1001237,500234,15,650900,0,9763500
1103656,1001237,500739,20,2875200,0,57504000
1103657,1001237,500157,15,3113200,0,46698000
1103658,1001237,500642,8,1494000,10,10756800
1103659,1001238,500090,3,500800,5,1427280
1103660,1001238,500722,6,3072200,0,18433200
1103661,1001239,500004,9,1111100,0,9999900
1103662,1001240,500267,7,2275100,0,15925700
1103663,1001240,500803,19,3929900,5,70934695
1103664,1001240,500630,3,2995700,0,8987100
1103665,1001241,500673,5,3761100,0,18805500
1103666,1001241,500992,15,1562500,5,22265625
1103667,1001241,500771,17,3155900,0,53650300
1103668,1001241,500342,6,2134900,5,12168930
1103669,1001242,500061,20,1298200,0,25964000
1103670,1001243,500048,2,307300,15,522410
1103671,1001243,500450,7,2711800,15,16135210
1103672,1001243,500149,11,3293800,10,32608620
1103673,1001243,500784,14,3045600,15,36242640
1103674,1001243,500508,15,1885800,0,28287000
1103675,1001244,500591,10,2432300,5,23106850
1103676,1001244,500700,1,2650200,0,2650200
1103677,1001245,500195,10,3029000,5,28775500
1103678,1001245,500378,14,867900,10,10935540
1103679,1001246,500356,4,2807400,5,10668120
1103680,1001246,500335,16,243500,0,3896000
1103681,1001247,500422,19,291600,15,4709340
1103682,1001247,500412,12,1978900,15,20184780
1103683,1001247,500880,19,3718300,0,70647700
1103684,1001247,500984,19,791800,5,14291990
1103685,1001248,500756,8,645800,5,4908080
1103686,1001248,500798,11,983800,0,10821800
1103687,1001249,500094,1,3050100,10,2745090
1103688,1001249,500169,6,688400,0,4130400
1103689,1001250,500990,19,383800,15,6198370
1103690,1001250,500393,7,674900,5,4488085
1103691,1001250,500687,5,1595300,0,7976500
1103692,1001250,500518,13,3244200,5,40065870
1103693,1001251,500327,7,1016500,0,7115500
1103694,1001251,500196,20,543600,5,10328400
1103695,1001251,500051,18,1415800,0,25484400
1103696,1001251,500233,16,2425800,0,38812800
1103697,1001252,500386,5,3991300,0,19956500
1103698,1001252,500960,7,3543600,10,22324680
1103699,1001253,500606,13,3485700,0,45314100
1103700,1001253,500595,9,571000,0,5139000
1103701,1001253,500491,14,955800,15,11374020
1103702,1001254,500575,7,1129400,15,6719930
1103703,1001254,500703,10,522700,5,4965650
1103704,1001254,500429,15,565500,15,7210125
1103705,1001254,500667,1,807000,0,807000
1103706,1001255,500402,20,3274100,0,65482000
1103707,1001255,500738,18,1396600,0,25138800
1103708,1001255,500459,1,2847500,15,2420375
1103709,1001255,500603,10,1049400,0,10494000
1103710,1001256,500566,11,2707000,0,29777000
1103711,1001257,500852,6,2273800,5,12960660
1103712,1001257,500406,19,1523200,0,28940800
1103713,1001257,500223,5,4094500,0,20472500
1103714,1001257,500477,6,3120100,5,17784570
1103715,1001258,500762,6,2541600,5,14487120
1103716,1001258,500060,9,1169300,5,9997515
1103717,1001258,500188,7,741700,15,4413115
1103718,1001258,500730,8,4387400,0,35099200
1103719,1001258,500683,9,71900,5,614745
1103720,1001259,500642,13,1494000,0,19422000
1103721,1001259,500584,2,838100,5,1592390
1103722,1001259,500937,17,2067400,5,33388510
1103723,1001260,500659,6,3328000,0,19968000
1103724,1001260,500266,20,2149100,0,42982000
1103725,1001260,500957,1,722500,0,722500
1103726,1001260,500730,20,4387400,0,87748000
1103727,1001261,500243,10,1879400,0,18794000
1103728,1001262,500263,18,2596100,0,46729800
1103729,1001262,500128,13,2295700,10,26859690
1103730,1001262,500795,7,2651700,0,18561900
1103731,1001262,500501,14,2408800,10,30350880
1103732,1001262,500073,5,2540200,15,10795850
1103733,1001263,500675,20,1351000,10,24318000
1103734,1001263,500870,1,224000,0,224000
1103735,1001264,500102,17,2527500,0,42967500
1103736,1001264,500191,1,1696000,0,1696000
1103737,1001265,500078,7,2279100,0,15953700
1103738,1001265,500877,13,643000,15,7105150
1103739,1001266,500085,6,1270000,5,7239000
1103740,1001266,500050,6,1326400,0,7958400
1103741,1001267,500194,20,4249600,0,84992000
1103742,1001268,500425,19,1378700,15,22266005
1103743,1001268,500739,1,2875200,0,2875200
1103744,1001268,500749,1,1521700,15,1293445
1103745,1001269,500909,7,1068100,0,7476700
1103746,1001269,500312,10,868500,10,7816500
1103747,1001269,500253,9,2271200,0,20440800
1103748,1001270,500323,14,4169400,10,52534440
1103749,1001270,500122,4,2943400,5,11184920
1103750,1001270,500670,2,3924300,15,6671310
1103751,1001270,500740,18,2136100,5,36527310
1103752,1001271,500975,2,2764200,0,5528400
1103753,1001271,500058,2,2147000,10,3864600
1103754,1001272,500687,4,1595300,0,6381200
1103755,1001272,500902,7,2903100,0,20321700
1103756,1001272,500119,13,2557100,15,28255955
1103757,1001272,500731,1,1380600,0,1380600
1103758,1001272,500399,20,1382900,15,23509300
1103759,1001273,500733,12,3595400,0,43144800
1103760,1001273,500762,15,2541600,5,36217800
